name,code,owner,type,country,district_name,status,start_date,expiry_date,assets,geometry
ML-9/241,ML-9/241,Maripoma Mining Services Ltd,Mining Lease,GH,Bawku West,Active License,3/12/2024,3/11/2054,Gold,"POLYGON ((-0.5 10.7583333333,-0.4458333333 10.7583333333,-0.4458333333 10.7125,-0.3958333333 10.7125,-0.3958333333 10.7083333333,-0.3916666667 10.7083333333,-0.3916666667 10.675,-0.4625 10.675,-0.4625 10.7125,-0.5 10.7125,-0.5 10.7583333333))"
SSML-BT9 14/2024,SSML-BT9 14/2024,Great Agolle Ltd,Small Scale Licence (Bolgatanga District),GH,Bawku West,Active License,8/21/2024,8/20/2029,Gold,"POLYGON ((-0.51 10.7008,-0.5058 10.7008,-0.5058 10.6983,-0.51 10.6983,-0.51 10.7008))"
WR/2324,WR/2324,Twist And Turns Mining Company Limited,Small Scale Mining Licence (Non-Industrial Minerals),GH,Aowin,Active License,9/17/2020,9/16/2025,Gold,"POLYGON ((-2.8 5.8541666667,-2.7983333333 5.8541666667,-2.7983333333 5.8533333333,-2.7975 5.8533333333,-2.7975 5.8525,-2.7983333333 5.8525,-2.7983333333 5.8516666667,-2.7991666667 5.8516666667,-2.7991666667 5.8525,-2.8008333333 5.8525,-2.8008333333 5.855,-2.8 5.855,-2.8 5.8541666667,-2.8 5.8541666667))"
SSMP/2/2402,SSMP/2/2402,Abisant Mining Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Aowin,Active License,9/16/2020,9/15/2025,Gold,"POLYGON ((-2.6541666667 5.7458333333,-2.6516666667 5.7458333333,-2.6516666667 5.7433333333,-2.6541666667 5.7433333333,-2.6541666667 5.7458333333,-2.6541666667 5.7458333333))"
SSMP/2/2399,SSMP/2/2399,Oda Mining Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Aowin,Active License,5/13/2021,5/12/2026,Gold,"POLYGON ((-2.6483333333 5.7458333333,-2.645 5.7458333333,-2.645 5.7433333333,-2.6483333333 5.7433333333,-2.6483333333 5.7458333333,-2.6483333333 5.7458333333))"
SSMP/2/2400,SSMP/2/2400,ALL STATE CONS. & MIN,Small Scale Mining Licence (Non-Industrial Minerals),GH,Aowin,Active License,9/16/2020,9/15/2025,Gold,"POLYGON ((-2.625 5.675,-2.6225 5.675,-2.6225 5.6725,-2.6233333333 5.6725,-2.6233333333 5.6716666667,-2.6241666667 5.6716666667,-2.6241666667 5.6708333333,-2.625 5.6708333333,-2.625 5.675,-2.625 5.675))"
SSMP/2/2404,SSMP/2/2404,Asampong Mining Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Aowin,Active License,9/16/2020,9/15/2025,Gold,"POLYGON ((-2.6275 5.7416666667,-2.6241666667 5.7416666667,-2.6241666667 5.7391666667,-2.6275 5.7391666667,-2.6275 5.7416666667,-2.6275 5.7416666667))"
SSMP/2/2403,SSMP/2/2403,Konsee Mining Ent,Small Scale Mining Licence (Non-Industrial Minerals),GH,Aowin,Active License,11/25/2020,11/24/2025,Gold,"POLYGON ((-2.6316666667 5.7416666667,-2.6291666667 5.7416666667,-2.6291666667 5.7391666667,-2.6316666667 5.7391666667,-2.6316666667 5.7416666667,-2.6316666667 5.7416666667))"
SSMP/2/2401,SSMP/2/2401,Eno Bee Mining Ent.,Small Scale Mining Licence (Non-Industrial Minerals),GH,Aowin,Active License,9/17/2020,9/16/2025,Gold,"POLYGON ((-2.6541666667 5.7316666667,-2.6533333333 5.7316666667,-2.6533333333 5.73,-2.6525 5.73,-2.6525 5.7291666667,-2.6541666667 5.7291666667,-2.6541666667 5.7316666667,-2.6541666667 5.7316666667))"
SSMP-NIM-GH/1836,SSMP-NIM-GH/1836,Abrempon Mining Limited,Small Scale Mining Licence (Non-Industrial Minerals),GH,Aowin,Active License,8/29/2023,8/28/2028,Gold,"POLYGON ((-2.8966666667 5.8033333333,-2.8991666667 5.8033333333,-2.8991666667 5.8075,-2.8975 5.8075,-2.8975 5.805,-2.8966666667 5.805,-2.8966666667 5.8033333333))"
RL-2/244,RL-2/244,Crisphil Goldfields Limited,Reconnaissance Licence (Ghanaian),GH,Aowin,Active License,12/18/2018,12/17/2028,Gold,"POLYGON ((-2.7208333333 5.6666666667,-2.6416666667 5.6666666667,-2.6416666667 5.6541666667,-2.6916666667 5.6541666667,-2.6916666667 5.6375,-2.6875 5.6375,-2.6875 5.6083333333,-2.6791666667 5.6083333333,-2.6791666667 5.5958333333,-2.7208333333 5.5958333333,-2.7208333333 5.5666666667,-2.7125 5.5666666667,-2.7125 5.5583333333,-2.7083333333 5.5583333333,-2.7083333333 5.55,-2.7 5.55,-2.7 5.5375,-2.6916666667 5.5375,-2.6916666667 5.525,-2.6833333333 5.525,-2.6833333333 5.5166666667,-2.6791666667 5.5166666667,-2.6791666667 5.5125,-2.675 5.5125,-2.675 5.5041666667,-2.6666666667 5.5041666667,-2.6666666667 5.4625,-2.7208333333 5.4625,-2.7208333333 5.4916666667,-2.7291666667 5.4916666667,-2.7291666667 5.5166666667,-2.7583333333 5.5166666667,-2.7583333333 5.6125,-2.7541666667 5.6125,-2.7541666667 5.6166666667,-2.75 5.6166666667,-2.75 5.625,-2.7458333333 5.625,-2.7458333333 5.6291666667,-2.7416666667 5.6291666667,-2.7416666667 5.6375,-2.7375 5.6375,-2.7375 5.6416666667,-2.7333333333 5.6416666667,-2.7333333333 5.6458333333,-2.7291666667 5.6458333333,-2.7291666667 5.6541666667,-2.725 5.6541666667,-2.725 5.6583333333,-2.7208333333 5.6583333333,-2.7208333333 5.6666666667))"
PL2/591,PL2/591,Plans Construction Limited,Prospecting Licence (Ghanaian),GH,Aowin,Active License,12/4/2019,12/3/2022,Gold,"POLYGON ((-2.7125 5.8166666667,-2.7125 5.8125,-2.7 5.8125,-2.7 5.8041666667,-2.7041666667 5.8041666667,-2.7041666667 5.7958333333,-2.7083333333 5.7958333333,-2.7083333333 5.7833333333,-2.7041666667 5.7833333333,-2.7041666667 5.7791666667,-2.7166666667 5.7791666667,-2.7166666667 5.7833333333,-2.725 5.7833333333,-2.725 5.7875,-2.7291666667 5.7875,-2.7291666667 5.8,-2.7333333333 5.8,-2.7333333333 5.8041666667,-2.725 5.8041666667,-2.725 5.8166666667,-2.7125 5.8166666667,-2.7125 5.8166666667))"
ML2/47,ML2/47,Unipower Mining Company Limited,Mining Lease,GH,Aowin,Active License,5/19/2022,5/18/2032,"Gold,.","POLYGON ((-2.6625 5.4125,-2.6541666667 5.4125,-2.6541666667 5.4041666667,-2.65 5.4041666667,-2.65 5.4,-2.6458333333 5.4,-2.6458333333 5.3958333333,-2.6416666667 5.3958333333,-2.6416666667 5.3875,-2.6333333333 5.3875,-2.6333333333 5.3958333333,-2.625 5.3958333333,-2.625 5.4,-2.6208333333 5.4,-2.6208333333 5.4041666667,-2.6166666667 5.4041666667,-2.6166666667 5.4208333333,-2.6083333333 5.4208333333,-2.6083333333 5.4458333333,-2.6 5.4458333333,-2.6 5.4583333333,-2.5916666667 5.4583333333,-2.5916666667 5.4666666667,-2.5958333333 5.4666666667,-2.5958333333 5.4791666667,-2.5791666667 5.4791666667,-2.5791666667 5.4583333333,-2.5875 5.4583333333,-2.5875 5.4416666667,-2.5958333333 5.4416666667,-2.5958333333 5.425,-2.6041666667 5.425,-2.6041666667 5.4125,-2.6083333333 5.4125,-2.6083333333 5.4083333333,-2.6125 5.4083333333,-2.6125 5.4,-2.6166666667 5.4,-2.6166666667 5.3958333333,-2.6208333333 5.3958333333,-2.6208333333 5.3916666667,-2.625 5.3916666667,-2.625 5.3833333333,-2.6291666667 5.3833333333,-2.6291666667 5.3791666667,-2.6458333333 5.3791666667,-2.6458333333 5.3916666667,-2.6541666667 5.3916666667,-2.6541666667 5.4,-2.6625 5.4,-2.6625 5.4125,-2.6625 5.4125))"
ML2/231,ML2/231,Crisphil Goldfields Limited,Mining Lease,GH,Aowin,Active License,12/18/2018,12/17/2028,Gold,"POLYGON ((-2.7458333333 5.6125,-2.7208333333 5.6125,-2.7208333333 5.5666666667,-2.7125 5.5666666667,-2.7125 5.5458333333,-2.7375 5.5458333333,-2.7375 5.5583333333,-2.7541666667 5.5583333333,-2.7541666667 5.6,-2.7458333333 5.6,-2.7458333333 5.6125,-2.7458333333 5.6125))"
SSML-T2 2/2022,SSML-T2 2/2022,Holy Success Inkoom,Small Scale Licence (Tarkwa District),GH,Aowin,Active License,7/7/2022,7/6/2027,"Gold,Diamonds","POLYGON ((-2.9058333333 5.7966666667,-2.9058333333 5.8,-2.9033333333 5.8,-2.9033333333 5.7966666667,-2.9058333333 5.7966666667))"
SSMP/WR/2355,SSMP/WR/2355,Scottzvony Company Limited,Small Scale Licence (Bibiani District),GH,Aowin,Active License,7/8/2022,7/7/2027,Gold,"POLYGON ((-2.9141666667 5.7925,-2.9116666667 5.7925,-2.9116666667 5.7908333333,-2.9133333333 5.7908333333,-2.9133333333 5.7883333333,-2.915 5.7883333333,-2.915 5.7891666667,-2.9141666667 5.7891666667,-2.9141666667 5.7925))"
SSMP/11/59,SSMP/11/59,Ragfenich Mining Ltd,Small Scale Licence (Asankragua District),GH,Aowin,Active License,8/29/2023,8/28/2028,Gold,"POLYGON ((-2.8991666667 5.8041666667,-2.9016666667 5.8041666667,-2.9016666667 5.8075,-2.8991666667 5.8075,-2.8991666667 5.8041666667))"
SSML-AS2 28/2023,SSML-AS2 28/2023,S. K. WIREDU ENTERPRISE,Small Scale Licence (Asankragua District),GH,Aowin,Active License,8/11/2023,8/10/2028,Gold,"POLYGON ((-2.8142 5.8708,-2.815 5.8708,-2.815 5.87,-2.8158 5.87,-2.8158 5.8733,-2.8142 5.8733,-2.8142 5.8708))"
SSML-AS2 25/2023,SSML-AS2 25/2023,Sikapa Gold Mining Enterprise,Small Scale Licence (Asankragua District),GH,Aowin,Active License,8/11/2023,8/10/2028,Gold,"POLYGON ((-2.8083 5.8708,-2.81 5.8708,-2.81 5.8725,-2.8083 5.8725,-2.8083 5.8708))"
SSML-AS2 22/2023,SSML-AS2 22/2023,T L G Gold Mining Enterprise,Small Scale Licence (Asankragua District),GH,Aowin,Active License,8/11/2023,8/10/2028,Gold,"POLYGON ((-2.8117 5.8733,-2.8133 5.8733,-2.8133 5.875,-2.8117 5.875,-2.8117 5.8733))"
SSML-AS2 26/2023,SSML-AS2 26/2023,Sam-Mary Enterprise,Small Scale Licence (Asankragua District),GH,Aowin,Active License,8/11/2023,8/10/2028,Gold,"POLYGON ((-2.8083 5.8725,-2.81 5.8725,-2.81 5.875,-2.8083 5.875,-2.8083 5.8725))"
SSML-AS2 23/2023,SSML-AS2 23/2023,T L G Trans Company Limited,Small Scale Licence (Asankragua District),GH,Aowin,Active License,8/11/2023,8/10/2028,Gold,"POLYGON ((-2.81 5.8667,-2.8125 5.8667,-2.8125 5.8683,-2.81 5.8683,-2.81 5.8667))"
SSML-AS2 29/2023,SSML-AS2 29/2023,Golden Royals Mining And Construction Limited,Small Scale Licence (Asankragua District),GH,Aowin,Active License,8/29/2023,8/28/2028,Gold,"POLYGON ((-2.8975 5.8075,-2.9 5.8075,-2.9 5.81,-2.8966666667 5.81,-2.8966666667 5.8091666667,-2.8975 5.8091666667,-2.8975 5.8075))"
ML2/57,ML2/57,Tera Nayo Limited,Mining Lease,GH,Aowin,Active License,3/15/2023,3/14/2034,"Gold Ore,.","POLYGON ((-2.6208333333 5.75,-2.6041666667 5.75,-2.6041666667 5.7375,-2.6208333333 5.7375,-2.6208333333 5.75))"
ML2/45,ML2/45,Akonta Mining Company Limited,Mining Lease,GH,Aowin,Active License,7/23/2021,7/22/2051,Gold,"POLYGON ((-2.5708333333 5.6666666667,-2.525 5.6666666667,-2.525 5.6291666667,-2.5208333333 5.6291666667,-2.5208333333 5.5833333333,-2.5541666667 5.5833333333,-2.5541666667 5.5875,-2.5625 5.5875,-2.5625 5.6166666667,-2.5708333333 5.6166666667,-2.5708333333 5.6666666667))"
APL-M-100,APL-M-100,Unipower Mining Company Limited,Mining Lease,GH,Aowin,Active License,3/3/2023,3/2/2035,Gold,"POLYGON ((-2.5875 5.4875,-2.6083333333 5.4875,-2.6083333333 5.4583333333,-2.6 5.4583333333,-2.6 5.4458333333,-2.6166666667 5.4458333333,-2.6166666667 5.4958333333,-2.5958333333 5.4958333333,-2.5958333333 5.5125,-2.5875 5.5125,-2.5875 5.4875))"
APL-M-101,APL-M-101,Clean-Jobs Resources Limited,Mining Lease,GH,Aowin,Active License,3/3/2023,3/6/2035,Gold,"POLYGON ((-2.5291666667 5.7958333333,-2.5625 5.7958333333,-2.5625 5.8083333333,-2.5833333333 5.8083333333,-2.5833333333 5.775,-2.6041666667 5.775,-2.6041666667 5.8375,-2.5291666667 5.8375,-2.5291666667 5.7958333333))"
SSML-AS2 3/2023,SSML-AS2 3/2023,Pinkaas Mining Company Ltd,Small Scale Licence (Asankragua District),GH,Aowin,Active License,3/16/2023,3/15/2028,Gold,"POLYGON ((-2.7208 5.7825,-2.7225 5.7825,-2.7225 5.7833,-2.7217 5.7833,-2.7217 5.7842,-2.7208 5.7842,-2.7208 5.7825))"
PL2/803,PL2/803,Bodukwan Holding Company Limited,Prospecting Licence (Ghanaian),GH,Aowin,Active License,10/20/2023,10/19/2026,"Gold,.","POLYGON ((-2.5 5.8791666667,-2.4875 5.8791666667,-2.4875 5.8708333333,-2.4833333333 5.8708333333,-2.4833333333 5.8625,-2.4958333333 5.8625,-2.4958333333 5.8333333333,-2.4708333333 5.8333333333,-2.4708333333 5.7875,-2.5 5.7875,-2.5 5.8125,-2.5291666667 5.8125,-2.5291666667 5.8375,-2.525 5.8375,-2.525 5.8625,-2.5125 5.8625,-2.5125 5.8583333333,-2.5166666667 5.8583333333,-2.5166666667 5.8416666667,-2.5208333333 5.8416666667,-2.5208333333 5.8333333333,-2.5125 5.8333333333,-2.5125 5.8458333333,-2.5083333333 5.8458333333,-2.5083333333 5.8666666667,-2.5041666667 5.8666666667,-2.5041666667 5.875,-2.5 5.875,-2.5 5.8791666667))"
PL7/180,PL7/180,SK Ofosu Company Ltd. area B,Prospecting Licence (Ghanaian),GH,Dormaa East,Under Review,3/15/2022,3/14/2025,Gold,"POLYGON ((-2.925 7.2791666667,-2.9125 7.2791666667,-2.9125 7.2916666667,-2.9041666667 7.2916666667,-2.9041666667 7.3,-2.9 7.3,-2.9 7.3125,-2.8916666667 7.3125,-2.8916666667 7.3208333333,-2.8833333333 7.3208333333,-2.8833333333 7.325,-2.875 7.325,-2.875 7.3375,-2.8333333333 7.3375,-2.8333333333 7.35,-2.8083333333 7.35,-2.8083333333 7.3583333333,-2.8 7.3583333333,-2.8 7.3625,-2.7875 7.3625,-2.7875 7.3708333333,-2.7791666667 7.3708333333,-2.7791666667 7.3791666667,-2.75 7.3791666667,-2.75 7.3333333333,-2.8208333333 7.3333333333,-2.8208333333 7.2666666667,-2.85 7.2666666667,-2.85 7.2875,-2.9 7.2875,-2.9 7.2666666667,-2.925 7.2666666667,-2.925 7.2791666667,-2.925 7.2791666667))"
PL (G)-7/827,PL (G)-7/827,JEGRI BEKALA LTD,Mining Lease (Ghanaian),GH,Dormaa East,Active License,9/20/2024,9/19/2027,Gold,"POLYGON ((-2.7541666667 7.2916666667,-2.7333333333 7.2916666667,-2.7333333333 7.25,-2.75 7.25,-2.75 7.1666666667,-2.8083333333 7.1666666667,-2.8083333333 7.1916666667,-2.8041666667 7.1916666667,-2.8041666667 7.2,-2.8 7.2,-2.8 7.2083333333,-2.7958333333 7.2083333333,-2.7958333333 7.2166666667,-2.7916666667 7.2166666667,-2.7916666667 7.225,-2.7875 7.225,-2.7875 7.2333333333,-2.7833333333 7.2333333333,-2.7833333333 7.2416666667,-2.7791666667 7.2416666667,-2.7791666667 7.25,-2.775 7.25,-2.775 7.2583333333,-2.7708333333 7.2583333333,-2.7708333333 7.2625,-2.7666666667 7.2625,-2.7666666667 7.275,-2.7625 7.275,-2.7625 7.2833333333,-2.7541666667 7.2833333333,-2.7541666667 7.2916666667))"
MLG-LAYER/10,MLG-LAYER/10,MAX-TALINGA LTD,Mining Lease (Ghanaian),GH,Dormaa East,Active License,11/1/2024,10/31/2054,Gold,"POLYGON ((-2.7875 7.3583333333,-2.7708333333 7.3583333333,-2.7708333333 7.3458333333,-2.8 7.3458333333,-2.8 7.3416666667,-2.8125 7.3416666667,-2.8125 7.3375,-2.825 7.3375,-2.825 7.3041666667,-2.8583333333 7.3041666667,-2.8583333333 7.2958333333,-2.8625 7.2958333333,-2.8625 7.2875,-2.875 7.2875,-2.875 7.2958333333,-2.8708333333 7.2958333333,-2.8708333333 7.3041666667,-2.8666666667 7.3041666667,-2.8666666667 7.3166666667,-2.85 7.3166666667,-2.85 7.3208333333,-2.8291666667 7.3208333333,-2.8291666667 7.3416666667,-2.825 7.3416666667,-2.825 7.3458333333,-2.8041666667 7.3458333333,-2.8041666667 7.35,-2.8 7.35,-2.8 7.3541666667,-2.7875 7.3541666667,-2.7875 7.3583333333))"
RL2/191,RL2/191,China  Zinzheng Ghana  Friendliness Development Company Ltd,Mining Lease,GH,Suaman,Active License,8/13/2018,8/12/2033,Gold Ore,"POLYGON ((-3 6.175,-2.9708333333 6.175,-2.9708333333 6.1958333333,-2.9625 6.1958333333,-2.9625 6.1916666667,-2.9458333333 6.1916666667,-2.9458333333 6.1791666667,-2.9333333333 6.1791666667,-2.9333333333 6.1875,-2.9166666667 6.1875,-2.9166666667 6.1958333333,-2.9041666667 6.1958333333,-2.9041666667 6.2041666667,-2.8833333333 6.2041666667,-2.8833333333 6.25,-2.8125 6.25,-2.8125 6.2375,-2.825 6.2375,-2.825 6.2333333333,-2.8375 6.2333333333,-2.8375 6.2291666667,-2.85 6.2291666667,-2.85 6.2208333333,-2.8541666667 6.2208333333,-2.8541666667 6.2083333333,-2.8583333333 6.2083333333,-2.8583333333 6.2,-2.8625 6.2,-2.8625 6.1875,-2.8666666667 6.1875,-2.8666666667 6.1791666667,-2.8708333333 6.1791666667,-2.8708333333 6.1666666667,-2.875 6.1666666667,-2.875 6.1541666667,-2.8833333333 6.1541666667,-2.8833333333 6.1583333333,-2.8958333333 6.1583333333,-2.8958333333 6.1666666667,-2.9041666667 6.1666666667,-2.9041666667 6.1791666667,-2.9083333333 6.1791666667,-2.9083333333 6.1833333333,-2.9166666667 6.1833333333,-2.9166666667 6.175,-2.925 6.175,-2.925 6.1708333333,-2.9291666667 6.1708333333,-2.9291666667 6.1666666667,-3 6.1666666667,-3 6.175,-3 6.175))"
PL2/400,PL2/400,Topago Mining Limited,Prospecting Licence (Ghanaian),GH,Suaman,Active License,6/27/2024,6/26/2027,Gold,"POLYGON ((-2.98196944444444 6.20014444444444,-2.98203055555556 6.26185277777778,-2.91687222222222 6.26145555555556,-2.91686944444444 6.26205833333333,-2.91676111111111 6.32098333333333,-2.94186944444444 6.32089166666667,-2.94190277777778 6.38893611111111,-2.93153333333333 6.36541388888889,-2.90765277777778 6.37144722222222,-2.89951944444444 6.39139166666667,-2.84880277777778 6.39139166666667,-2.82232222222222 6.36695555555556,-2.88360277777778 6.36670277777778,-2.88328888888889 6.20834722222222,-2.88335555555556 6.20833888888889,-2.98196944444444 6.20014444444444,-2.98196944444444 6.20014444444444))"
RL2/191,RL2/191,China  Zinzheng Ghana  Friendliness Development Company Ltd,Mining Lease,GH,Suaman,Active License,8/13/2018,8/12/2033,Gold,"POLYGON ((-3 6.175,-2.9708333333 6.175,-2.9708333333 6.1958333333,-2.9625 6.1958333333,-2.9625 6.1916666667,-2.9458333333 6.1916666667,-2.9458333333 6.1791666667,-2.9333333333 6.1791666667,-2.9333333333 6.1875,-2.9166666667 6.1875,-2.9166666667 6.1958333333,-2.9041666667 6.1958333333,-2.9041666667 6.2041666667,-2.8833333333 6.2041666667,-2.8833333333 6.25,-2.8125 6.25,-2.8125 6.2375,-2.825 6.2375,-2.825 6.2333333333,-2.8375 6.2333333333,-2.8375 6.2291666667,-2.85 6.2291666667,-2.85 6.2208333333,-2.8541666667 6.2208333333,-2.8541666667 6.2083333333,-2.8583333333 6.2083333333,-2.8583333333 6.2,-2.8625 6.2,-2.8625 6.1875,-2.8666666667 6.1875,-2.8666666667 6.1791666667,-2.8708333333 6.1791666667,-2.8708333333 6.1666666667,-2.875 6.1666666667,-2.875 6.1541666667,-2.8833333333 6.1541666667,-2.8833333333 6.1583333333,-2.8958333333 6.1583333333,-2.8958333333 6.1666666667,-2.9041666667 6.1666666667,-2.9041666667 6.1791666667,-2.9083333333 6.1791666667,-2.9083333333 6.1833333333,-2.9166666667 6.1833333333,-2.9166666667 6.175,-2.925 6.175,-2.925 6.1708333333,-2.9291666667 6.1708333333,-2.9291666667 6.1666666667,-3 6.1666666667,-3 6.175))"
RL2/191,RL2/191,China Zinzheng-Ghana Friendliness Development Company Limited,Mining Lease,GH,Suaman,Active License,8/13/2018,8/12/2033,Gold,"POLYGON ((-3 6.175,-2.9708333333 6.175,-2.9708333333 6.1958333333,-2.9625 6.1958333333,-2.9625 6.1916666667,-2.9458333333 6.1916666667,-2.9458333333 6.1791666667,-2.9333333333 6.1791666667,-2.9333333333 6.1875,-2.9166666667 6.1875,-2.9166666667 6.1958333333,-2.9041666667 6.1958333333,-2.9041666667 6.2041666667,-2.8833333333 6.2041666667,-2.8833333333 6.25,-2.8125 6.25,-2.8125 6.2375,-2.825 6.2375,-2.825 6.2333333333,-2.8375 6.2333333333,-2.8375 6.2291666667,-2.85 6.2291666667,-2.85 6.2208333333,-2.8541666667 6.2208333333,-2.8541666667 6.2083333333,-2.8583333333 6.2083333333,-2.8583333333 6.2,-2.8625 6.2,-2.8625 6.1875,-2.8666666667 6.1875,-2.8666666667 6.1791666667,-2.8708333333 6.1791666667,-2.8708333333 6.1666666667,-2.875 6.1666666667,-2.875 6.1541666667,-2.8833333333 6.1541666667,-2.8833333333 6.1583333333,-2.8958333333 6.1583333333,-2.8958333333 6.1666666667,-2.9041666667 6.1666666667,-2.9041666667 6.1791666667,-2.9083333333 6.1791666667,-2.9083333333 6.1833333333,-2.9166666667 6.1833333333,-2.9166666667 6.175,-2.925 6.175,-2.925 6.1708333333,-2.9291666667 6.1708333333,-2.9291666667 6.1666666667,-3 6.1666666667,-3 6.175))"
MC./SSMP/APL-AS-2-604,MC./SSMP/APL-AS-2-604,Brousa Man Ventures,Small Scale Licence (Asankragua District),GH,Suaman,Active License,7/4/2023,7/3/2028,Gold,"POLYGON ((-3.0025 6.1716666667,-3 6.1716666667,-3 6.1691666667,-3.0008333333 6.1691666667,-3.0008333333 6.17,-3.0016666667 6.17,-3.0016666667 6.1708333333,-3.0025 6.1708333333,-3.0025 6.1716666667))"
SSML-AS2 1/2023,SSML-AS2 1/2023,Aowin Fields Ventures,Small Scale Licence (Asankragua District),GH,Suaman,Active License,1/26/2023,1/25/2028,Gold,"POLYGON ((-3.0033333333 6.1733333333,-3 6.1733333333,-3 6.1716666667,-3.0033333333 6.1716666667,-3.0033333333 6.1733333333))"
SSML-AS2 2/2023,SSML-AS2 2/2023,Enchie Man Ventures,Small Scale Licence (Asankragua District),GH,Suaman,Active License,1/26/2023,1/25/2028,Gold,"POLYGON ((-3.0025 6.175,-3 6.175,-3 6.1733333333,-3.0025 6.1733333333,-3.0025 6.175))"
PL2/413,PL2/413,Asanko Gold Ghana Limited,Prospecting Licence (Ghanaian),GH,Bia East,Active License,12/23/2020,12/22/2023,Gold,"POLYGON ((-2.94163055555556 6.75850555555556,-2.92098333333333 6.75850555555556,-2.92098333333333 6.75014722222222,-2.90844722222222 6.75014722222222,-2.90844722222222 6.74596666666667,-2.89591111111111 6.74596666666667,-2.89591111111111 6.74153888888889,-2.87931666666667 6.74153888888889,-2.87931666666667 6.73761388888889,-2.85412777777778 6.73761388888889,-2.85412777777778 6.72089722222222,-2.87932222222222 6.72089722222222,-2.87932222222222 6.68759166666667,-2.90009166666667 6.68759166666667,-2.90009166666667 6.671125,-2.94580833333333 6.671125,-2.94580833333333 6.70443055555556,-2.94162777777778 6.70443055555556,-2.94163055555556 6.75850555555556,-2.94163055555556 6.75850555555556))"
1019,1019,Winbe Mining Company Limited,Small Scale Mining Licence (Non-Industrial Minerals),GH,Bia West,Active License,12/16/2020,12/15/2025,"Gold,Diamonds","POLYGON ((-3.1625 6.75,-3.1958333333 6.75,-3.1958333333 6.7541666667,-3.2125 6.7541666667,-3.2125 6.7625,-3.2208333333 6.7625,-3.2208333333 6.7666666667,-3.2166666667 6.7666666667,-3.2166666667 6.7708333333,-3.2291666667 6.7708333333,-3.2291666667 6.7916666667,-3.1625 6.7916666667,-3.1625 6.75,-3.1625 6.75))"
