name,code,owner,type,country,district_name,status,start_date,expiry_date,assets,geometry
RL2/165,RL2/165,Gan He Mining Resources Development Company Ltd,Mining Lease,GH,Wassa Amenfi East,Active License,5/2/2019,5/1/2033,Gold,"POLYGON ((-2.0416666667 5.9375,-2.0166666667 5.9375,-2.0166666667 5.925,-1.9958333333 5.925,-1.9958333333 5.9291666667,-1.9708333333 5.9291666667,-1.9708333333 5.9208333333,-1.975 5.9208333333,-1.975 5.9166666667,-1.9791666667 5.9166666667,-1.9791666667 5.9125,-1.9833333333 5.9125,-1.9833333333 5.9083333333,-1.9791666667 5.9083333333,-1.9791666667 5.9041666667,-1.975 5.9041666667,-1.975 5.8875,-1.9791666667 5.8875,-1.9791666667 5.8833333333,-1.9875 5.8833333333,-1.9875 5.8875,-1.9916666667 5.8875,-1.9916666667 5.8916666667,-1.9958333333 5.8916666667,-1.9958333333 5.8958333333,-2.0041666667 5.8958333333,-2.0041666667 5.9041666667,-2 5.9041666667,-2 5.9166666667,-2.0333333333 5.9166666667,-2.0333333333 5.9208333333,-2.0375 5.9208333333,-2.0375 5.925,-2.0416666667 5.925,-2.0416666667 5.9375,-2.0416666667 5.9375))"
RL2/165,RL2/165,Gan He Mining Resources Development Company Ltd,Mining Lease,GH,Wassa Amenfi East,Active License,5/2/2019,5/1/2033,Gold,"POLYGON ((-2.1041666667 5.9291666667,-2.0541666667 5.9291666667,-2.0541666667 5.925,-2.05 5.925,-2.05 5.9166666667,-2.0458333333 5.9166666667,-2.0458333333 5.9083333333,-2.0541666667 5.9083333333,-2.0541666667 5.9041666667,-2.0583333333 5.9041666667,-2.0583333333 5.9,-2.0625 5.9,-2.0625 5.8916666667,-2.0708333333 5.8916666667,-2.0708333333 5.8875,-2.075 5.8875,-2.075 5.8791666667,-2.0833333333 5.8791666667,-2.0833333333 5.7958333333,-2.1041666667 5.7958333333,-2.1041666667 5.875,-2.1 5.875,-2.1 5.8791666667,-2.0958333333 5.8791666667,-2.0958333333 5.8875,-2.0916666667 5.8875,-2.0916666667 5.8916666667,-2.0875 5.8916666667,-2.0875 5.9041666667,-2.0958333333 5.9041666667,-2.0958333333 5.9083333333,-2.1041666667 5.9083333333,-2.1041666667 5.9291666667,-2.1041666667 5.9291666667))"
PL2/484,PL2/484,C & G Aleksa Company Limited,Mining Lease,GH,Wassa Amenfi East,Active License,12/23/2016,12/22/2026,Gold,"POLYGON ((-2.2791666667 6.1333333333,-2.1875 6.1333333333,-2.1875 6.125,-2.1833333333 6.125,-2.1833333333 6.1166666667,-2.2166666667 6.1166666667,-2.2166666667 6.10515,-2.2166666667 6.1,-2.2125 6.1,-2.2125 6.0958333333,-2.2166666667 6.0958333333,-2.2166666667 6.0916666667,-2.2208333333 6.0916666667,-2.2208333333 6.0875,-2.225 6.0875,-2.225 6.0833333333,-2.2291666667 6.0833333333,-2.2291666667 6.0791666667,-2.2333333333 6.0791666667,-2.2333333333 6.075,-2.2375 6.075,-2.2375 6.05,-2.2416666667 6.05,-2.2416666667 6.0416666667,-2.2375 6.0416666667,-2.2375 6.0333333333,-2.25 6.0333333333,-2.25 6.0291666667,-2.2583333333 6.0291666667,-2.2583333333 6.0833333333,-2.2625 6.0833333333,-2.2625 6.0916666667,-2.2666666667 6.0916666667,-2.2666666667 6.1041666667,-2.2708333333 6.1041666667,-2.2708333333 6.1166666667,-2.275 6.1166666667,-2.275 6.1291666667,-2.2791666667 6.1291666667,-2.2791666667 6.1333333333,-2.2791666667 6.1333333333))"
xxx,xxx,MC Under Review,Prospecting Licence (Ghanaian),GH,Wassa Amenfi East,Under Review,11/25/2018,11/24/2021,Gold,"POLYGON ((-2.15182222222222 5.618425,-2.1407638889 5.61875,-2.12335277777778 5.62485555555556,-2.03760277777778 5.62471111111111,-2.07205 5.57124444444444,-2.09556666666667 5.55995,-2.15192777777778 5.55969722222222,-2.15182222222222 5.618425,-2.15182222222222 5.618425))"
RL3/26,RL3/26,Perseus Mining (Ghana) Limited,Prospecting Licence (Foreign),GH,Wassa Amenfi East,Active License,12/23/2020,12/22/2023,Gold,"POLYGON ((-1.8208333333 6.0208333333,-1.8208333333 5.975,-1.825 5.975,-1.825 5.9666666667,-1.8375 5.9666666667,-1.8375 5.9583333333,-1.8458333333 5.9583333333,-1.8458333333 5.95,-1.8541666667 5.95,-1.8541666667 5.9416666667,-1.8583333333 5.9416666667,-1.8583333333 5.8875,-1.8625 5.8875,-1.8625 5.875,-1.8666666667 5.875,-1.8666666667 5.8708333333,-1.8708333333 5.8708333333,-1.8708333333 5.8666666667,-1.875 5.8666666667,-1.875 5.8625,-1.8791666667 5.8625,-1.8791666667 5.8583333333,-1.8833333333 5.8583333333,-1.8833333333 5.8541666667,-1.8875 5.8541666667,-1.8875 5.85,-1.8916666667 5.85,-1.8916666667 5.8458333333,-1.8958333333 5.8458333333,-1.8958333333 5.8416666667,-1.9 5.8416666667,-1.9 5.8375,-1.9041666667 5.8375,-1.9041666667 5.8333333333,-1.9083333333 5.8333333333,-1.9083333333 5.825,-1.9125 5.825,-1.9125 5.8166666667,-1.9166666667 5.8166666667,-1.9166666667 5.8125,-1.9208333333 5.8125,-1.9208333333 5.8083333333,-1.925 5.8083333333,-1.925 5.8,-1.9291666667 5.8,-1.9291666667 5.7958333333,-1.9333333333 5.7958333333,-1.9333333333 5.7833333333,-1.9375 5.7833333333,-1.9375 5.7791666667,-1.9416666667 5.7791666667,-1.9416666667 5.7708333333,-1.9458333333 5.7708333333,-1.9458333333 5.7583333333,-1.95 5.7583333333,-1.95 5.75,-1.9541666667 5.75,-1.9541666667 5.7458333333,-1.9583333333 5.7458333333,-1.9583333333 5.7375,-1.9625 5.7375,-1.9625 5.7291666667,-1.9666666667 5.7291666667,-1.9666666667 5.7208333333,-1.9708333333 5.7208333333,-1.9708333333 5.7166666667,-1.975 5.7166666667,-1.975 5.7083333333,-1.9791666667 5.7083333333,-1.9791666667 5.7,-1.9833333333 5.7,-1.9833333333 5.7041666667,-1.9875 5.7041666667,-1.9875 5.7083333333,-1.9958333333 5.7083333333,-1.9958333333 5.7125,-2 5.7125,-2 5.7541666667,-1.9958333333 5.7541666667,-1.9958333333 5.7583333333,-1.9916666667 5.7583333333,-1.9916666667 5.7666666667,-1.9875 5.7666666667,-1.9875 5.7708333333,-1.9833333333 5.7708333333,-1.9833333333 5.7791666667,-1.9791666667 5.7791666667,-1.9791666667 5.7833333333,-1.975 5.7833333333,-1.975 5.7916666667,-1.9708333333 5.7916666667,-1.9708333333 5.7958333333,-1.9666666667 5.7958333333,-1.9666666667 5.8,-1.9625 5.8,-1.9625 5.8041666667,-1.9583333333 5.8041666667,-1.9583333333 5.8083333333,-1.9541666667 5.8083333333,-1.9541666667 5.8125,-1.95 5.8125,-1.95 5.8166666667,-1.9458333333 5.8166666667,-1.9458333333 5.8208333333,-1.9375 5.8208333333,-1.9375 5.8375,-1.925 5.8375,-1.925 5.8541666667,-1.9291666667 5.8541666667,-1.9291666667 5.8625,-1.9416666667 5.8625,-1.9416666667 5.8666666667,-1.94584722222222 5.86667222222222,-1.9458333333 5.875,-1.9416666667 5.875,-1.9416666667 5.8833333333,-1.9375 5.8833333333,-1.9375 5.8875,-1.9333333333 5.8875,-1.9333333333 5.8958333333,-1.9291666667 5.8958333333,-1.9291666667 5.9041666667,-1.9208333333 5.9041666667,-1.9208333333 5.9125,-1.9166666667 5.9125,-1.9166666667 5.9208333333,-1.9041666667 5.9208333333,-1.9041666667 5.925,-1.9 5.925,-1.9 5.9291666667,-1.8916666667 5.9291666667,-1.8916666667 5.9375,-1.8875 5.9375,-1.8875 5.9416666667,-1.8791666667 5.9416666667,-1.8791666667 5.9458333333,-1.875 5.9458333333,-1.875 5.95,-1.8666666667 5.95,-1.8666666667 5.9541666667,-1.8625 5.9541666667,-1.8625 5.9583333333,-1.8541666667 5.9583333333,-1.8541666667 5.9625,-1.85 5.9625,-1.85 5.9666666667,-1.8416666667 5.9666666667,-1.8416666667 5.975,-1.8375 5.975,-1.8375 5.9791666667,-1.8416666667 5.9791666667,-1.8416666667 5.9833333333,-1.8458333333 5.9833333333,-1.8458333333 5.9875,-1.85 5.9875,-1.85 6.0,-1.8458333333 6.0,-1.8458333333 6.0041666667,-1.8416666667 6.0041666667,-1.8416666667 6.0125,-1.8375 6.0125,-1.8375 6.0208333333,-1.8333333333 6.0208333333,-1.83333888888889 6.025,-1.8291666667 6.025,-1.8291666667 6.0208333333,-1.8208333333 6.0208333333,-1.8208333333 6.0208333333))"
PL2/572,PL2/572,Shiloh Ghana Limited,Prospecting Licence (Ghanaian),GH,Wassa Amenfi East,Active License,9/19/2019,9/18/2022,"Diamonds,Gold","POLYGON ((-2.0958333333 5.6958333333,-2.1041666667 5.6958333333,-2.1041666667 5.7166666667,-2.0791666667 5.7166666667,-2.0791666667 5.7125,-2.0833333333 5.7125,-2.0833333333 5.7083333333,-2.0875 5.7083333333,-2.0875 5.7041666667,-2.0916666667 5.7041666667,-2.0916666667 5.7,-2.0958333333 5.7,-2.0958333333 5.6958333333,-2.0958333333 5.6958333333))"
PL2/310,PL2/310,Tribune Res. Gh. Ltd.,Mining Lease,GH,Wassa Amenfi East,Active License,1/6/2020,1/5/2031,Gold,"POLYGON ((-2.02913055555556 5.87491944444444,-2.02913055555556 5.87087222222222,-2.02500833333333 5.87087222222222,-2.02500833333333 5.866675,-2.02081388888889 5.866675,-2.02081388888889 5.86248055555556,-2.01683888888889 5.86248055555556,-2.01683888888889 5.85416111111111,-2.00418055555556 5.85416111111111,-2.00418055555556 5.84996944444444,-1.99998333333333 5.84996944444444,-1.99998333333333 5.84581111111111,-2.00417777777778 5.84581111111111,-2.00417777777778 5.84168888888889,-2.00822777777778 5.84168888888889,-2.00822777777778 5.83329722222222,-2.01669166666667 5.83329722222222,-2.01669166666667 5.82917777777778,-2.02081388888889 5.82917777777778,-2.02081388888889 5.82505555555556,-2.02081388888889 5.81666388888889,-2.01661944444444 5.81666388888889,-2.01661944444444 5.81243333333333,-2.012425 5.81243333333333,-2.012425 5.80411666666667,-2.06249722222222 5.80418055555556,-2.06251388888889 5.81250555555556,-2.06250555555556 5.81667777777778,-2.058325 5.816675,-2.0583333333 5.82082777777778,-2.05833055555556 5.824975,-2.05416388888889 5.82500277777778,-2.05417777777778 5.82917777777778,-2.049925 5.82917777777778,-2.049925 5.83749444444444,-2.045875 5.83749444444444,-2.045875 5.84581111111111,-2.04167222222222 5.84581111111111,-2.04167222222222 5.85415,-2.03748055555556 5.85415,-2.03748055555556 5.86253611111111,-2.03328888888889 5.86253611111111,-2.0334 5.87491944444444,-2.02913055555556 5.87491944444444,-2.02913055555556 5.87491944444444))"
RL3/29,RL3/29,W.D. Mining Company  Limited.,Prospecting Licence (Ghanaian),GH,Wassa Amenfi East,Active License,11/24/2023,11/23/2026,Gold,"POLYGON ((-1.9375 6.0,-1.9375 5.9958333333,-1.9333333333 5.9958333333,-1.9333333333 5.9833333333,-1.9375 5.9833333333,-1.9375 5.9791666667,-1.9416666667 5.9791666667,-1.9416666667 5.9708333333,-1.9458333333 5.9708333333,-1.9458333333 5.9666666667,-1.95 5.9666666667,-1.95 5.9625,-1.9541666667 5.9625,-1.9541666667 5.9583333333,-1.9583333333 5.9583333333,-1.9583333333 5.9541666667,-1.9625 5.9541666667,-1.9625 5.95,-1.9666666667 5.95,-1.9666666667 5.9458333333,-1.9708333333 5.9458333333,-1.9708333333 5.9416666667,-1.975 5.9416666667,-1.975 5.9375,-1.9708333333 5.9375,-1.9708333333 5.9291666667,-1.9958333333 5.9291666667,-1.9958333333 5.925,-2.0166666667 5.925,-2.0166666667 5.9458333333,-2 5.9458333333,-2 5.95,-1.9958333333 5.95,-1.9958333333 5.9541666667,-1.9916666667 5.9541666667,-1.9916666667 5.9583333333,-1.9875 5.9583333333,-1.9875 5.9625,-1.9833333333 5.9625,-1.9833333333 5.9666666667,-1.9791666667 5.9666666667,-1.9791666667 5.9708333333,-1.975 5.9708333333,-1.975 5.975,-1.9708333333 5.975,-1.9708333333 5.9791666667,-1.9666666667 5.9791666667,-1.9666666667 5.9833333333,-1.9625 5.9833333333,-1.9625 5.9875,-1.9583333333 5.9875,-1.9583333333 5.9916666667,-1.9541666667 5.9916666667,-1.9541666667 5.9958333333,-1.95 5.9958333333,-1.95 6.0,-1.9375 6.0,-1.9375 6.0))"
PL2/801,PL2/801,TMC Mining Ltd,Prospecting Licence (Ghanaian),GH,Wassa Amenfi East,Active License,11/4/2022,11/3/2025,Gold,"POLYGON ((-2.1 5.6958333333,-2.1 5.6916666667,-2.1083333333 5.6916666667,-2.1083333333 5.6875,-2.1125 5.6875,-2.1125 5.6833333333,-2.1166666667 5.6833333333,-2.1166666667 5.6791666667,-2.1208333333 5.6791666667,-2.1208333333 5.6583333333,-2.1125 5.6583333333,-2.1125 5.6541666667,-2.1041666667 5.6541666667,-2.1041666667 5.6583333333,-2.1 5.6583333333,-2.1 5.6625,-2.0916666667 5.6625,-2.0916666667 5.6666666667,-2.075 5.6666666667,-2.075 5.6625,-2.0791666667 5.6625,-2.0791666667 5.6541666667,-2.0833333333 5.6541666667,-2.0833333333 5.6416666667,-2.0875 5.6416666667,-2.0875 5.6333333333,-2.0916666667 5.6333333333,-2.0916666667 5.625,-2.15 5.625,-2.15 5.6666666667,-2.1666666667 5.6666666667,-2.1666666667 5.6958333333,-2.1541666667 5.6958333333,-2.1541666667 5.6833333333,-2.1375 5.6833333333,-2.1375 5.6958333333,-2.1 5.6958333333))"
SSML-AS2 11/2023,SSML-AS2 11/2023,Culture of Change Mining,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,5/25/2023,5/24/2028,Gold,"POLYGON ((-2.0133 5.8158,-2.01 5.8158,-2.01 5.8142,-2.0117 5.8142,-2.0117 5.8133,-2.0133 5.8133,-2.0133 5.8158))"
SSML-AS2 14/2024,SSML-AS2 14/2024,DESIKA MINING ENTERPRISE,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,9/25/2024,9/24/2029,Gold,"POLYGON ((-2.0133 5.8158,-2.0133 5.8175,-2.0092 5.8175,-2.0092 5.8158,-2.0133 5.8158))"
SSML-AS2 18/2024,SSML-AS2 18/2024,Favour For Fame Mining Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,9/25/2024,9/24/2029,Gold,"POLYGON ((-2.015 5.8167,-2.0133 5.8167,-2.0133 5.8125,-2.015 5.8125,-2.015 5.8167))"
SSML-AS2 43/2024,SSML-AS2 43/2024,Great Child Mining,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,12/18/2024,12/17/2029,Gold,"POLYGON ((-2.08 5.8292,-2.08 5.8317,-2.0808 5.8317,-2.0808 5.8325,-2.0792 5.8325,-2.0792 5.8292,-2.08 5.8292))"
SSML-AS2 10/2023,SSML-AS2 10/2023,Hamz Precious Nuggets,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,5/23/2023,5/22/2028,Gold,"POLYGON ((-2.0058 5.8208,-2.0042 5.8208,-2.0042 5.8192,-2.005 5.8192,-2.005 5.8183,-2.0058 5.8183,-2.0058 5.8208))"
SSML-AS2 12/2023,SSML-AS2 12/2023,Hamzfield Mining,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,5/25/2023,5/24/2028,Gold,"POLYGON ((-2.0083 5.8167,-2.0083 5.8192,-2.0058 5.8192,-2.0058 5.8167,-2.0083 5.8167))"
PL2/545,PL2/545,Koantwi Mining Company Limited,Mining Lease,GH,Wassa Amenfi East,Active License,9/22/2020,9/21/2030,"Gold Ore,Gold","POLYGON ((-2.1583333333 5.9625,-2.1583333333 5.9666666667,-2.1625 5.9666666667,-2.1625 5.9791666667,-2.1583333333 5.9791666667,-2.1583333333 5.9833333333,-2.1541666667 5.9833333333,-2.1541666667 5.9916666667,-2.1291666667 5.9916666667,-2.1291666667 5.9625,-2.1583333333 5.9625))"
SSML-AS2 40/2024,SSML-AS2 40/2024,Constant Change Mining Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,12/17/2024,12/16/2029,Gold,"POLYGON ((-2.0775 5.8292,-2.0775 5.83,-2.0767 5.83,-2.0767 5.8325,-2.0758 5.8325,-2.0758 5.8292,-2.0775 5.8292))"
SSML-AS2 16/2024,SSML-AS2 16/2024,NEW NORMAL MINING,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,9/25/2024,9/24/2029,Gold,"POLYGON ((-2.0133 5.8175,-2.0133 5.8192,-2.0108 5.8192,-2.0108 5.8175,-2.0133 5.8175))"
SSML-AS2 26/2024,SSML-AS2 26/2024,Precious Gate Mining Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,9/25/2024,9/24/2029,Gold,"POLYGON ((-2.0133 5.8192,-2.0133 5.8208,-2.0108 5.8208,-2.0108 5.8192,-2.0133 5.8192))"
SSML-AS2 17/2024,SSML-AS2 17/2024,PROVINCE MINING ENTERPRISE,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,9/25/2024,9/24/2029,Gold,"POLYGON ((-2.0108 5.8192,-2.0083 5.8192,-2.0083 5.8167,-2.0092 5.8167,-2.0092 5.8175,-2.0108 5.8175,-2.0108 5.8192))"
SSML-AS2 24/2024,SSML-AS2 24/2024,VERSATILE MINING ENTERPRISE ,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,10/8/2024,10/7/2029,Gold,"POLYGON ((-2.0833 5.8283,-2.0833 5.8308,-2.0825 5.8308,-2.0825 5.8283,-2.0833 5.8283))"
MC/SSMP/2/2619,MC/SSMP/2/2619,Lojuhil Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,3/25/2022,3/24/2027,Gold,"POLYGON ((-2.08 5.8516666667,-2.08 5.8541666667,-2.0783333333 5.8541666667,-2.0783333333 5.8516666667,-2.08 5.8516666667))"
SSMP/2/2620,SSMP/2/2620,Lojuhil Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,4/7/2022,4/6/2027,"Gold,Diamonds","POLYGON ((-2.0833333333 5.8491666667,-2.0833333333 5.8516666667,-2.0808333333 5.8516666667,-2.0808333333 5.8491666667,-2.0833333333 5.8491666667))"
SSMP/2/2617,SSMP/2/2617,Gracila Mining LTD,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,4/7/2022,4/6/2027,"Gold,Diamonds","POLYGON ((-2.0808333333 5.8491666667,-2.0808333333 5.8516666667,-2.0783333333 5.8516666667,-2.0783333333 5.8491666667,-2.0808333333 5.8491666667))"
SSMP/2/2618,SSMP/2/2618,Opquant Services,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,4/7/2022,4/6/2027,"Gold,Diamonds","POLYGON ((-2.0833333333 5.8516666667,-2.0833333333 5.8525,-2.0825 5.8525,-2.0825 5.8541666667,-2.08 5.8541666667,-2.08 5.8516666667,-2.0833333333 5.8516666667))"
PL3/32(Mampon),PL3/32(Mampon),FGR Bogoso Prestea Limited,Mining Lease,GH,Wassa Amenfi East,Active License,8/16/2016,8/15/2026,Gold,"POLYGON ((-1.8375 5.9041666667,-1.8375 5.8958333333,-1.8458333333 5.8958333333,-1.8458333333 5.8791666667,-1.85 5.8791666667,-1.85 5.8708333333,-1.8583333333 5.8708333333,-1.8583333333 5.8541666667,-1.875 5.8541666667,-1.875 5.8375,-1.8833333333 5.8375,-1.8833333333 5.8208333333,-1.8916666667 5.8208333333,-1.8916666667 5.8083333333,-1.9 5.8083333333,-1.9 5.7958333333,-1.9083333333 5.7958333333,-1.9083333333 5.7791666667,-1.9166666667 5.7791666667,-1.9166666667 5.7625,-1.925 5.7625,-1.925 5.75,-1.8958333333 5.75,-1.8958333333 5.7625,-1.8875 5.7625,-1.8875 5.7791666667,-1.875 5.7791666667,-1.875 5.7958333333,-1.8541666667 5.7958333333,-1.8541666667 5.825,-1.8458333333 5.825,-1.8458333333 5.8458333333,-1.8375 5.8458333333,-1.8375 5.8625,-1.8291666667 5.8625,-1.8291666667 5.8875,-1.8083333333 5.8875,-1.8083333333 5.9041666667,-1.8 5.9041666667,-1.8 5.9125,-1.8291666667 5.9125,-1.8291666667 5.9041666667,-1.8375 5.9041666667))"
PL2/484,PL2/484,C & G ALESKA COMPANY LTD,Mining Lease,GH,Wassa Amenfi East,Active License,12/23/2016,12/22/2026,Gold,"POLYGON ((-2.2166666667 6.1166666667,-2.1791666667 6.1166666667,-2.1791666667 6.1041666667,-2.175 6.1041666667,-2.175 6.0958333333,-2.1791666667 6.0958333333,-2.1791666667 6.0875,-2.175 6.0875,-2.175 6.075,-2.1708333333 6.075,-2.1708333333 6.0541666667,-2.1791666667 6.0541666667,-2.1791666667 6.05,-2.1958333333 6.05,-2.1958333333 6.0916666667,-2.2 6.0916666667,-2.2 6.1,-2.2166666667 6.1,-2.2166666667 6.1166666667))"
SSML-AS2 20/2024,SSML-AS2 20/2024,Forest Zone Mining Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,10/10/2024,10/9/2029,Gold,"POLYGON ((-1.9967 5.8408,-1.995 5.8408,-1.995 5.8375,-1.9958 5.8375,-1.9958 5.8367,-1.9967 5.8367,-1.9967 5.8408))"
SSML-AS2 21/2024,SSML-AS2 21/2024,New Procedure Mining & Trading Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,10/8/2024,10/7/2029,Gold,"POLYGON ((-2.0808 5.8325,-2.0808 5.8342,-2.0792 5.8342,-2.0792 5.8333,-2.0783 5.8333,-2.0783 5.8325,-2.0808 5.8325))"
SSML-AS2 19/2024,SSML-AS2 19/2024,Peace Mining & Trading Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,10/8/2024,10/7/2029,Gold,"POLYGON ((-2.0758 5.8325,-2.0758 5.8333,-2.0733 5.8333,-2.0733 5.8342,-2.0725 5.8342,-2.0725 5.8325,-2.0758 5.8325))"
SSML-AS2 25/2024,SSML-AS2 25/2024,Scoop In Mining Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,10/8/2024,10/7/2029,Gold,"POLYGON ((-2.0833 5.8267,-2.0833 5.8283,-2.0817 5.8283,-2.0817 5.8275,-2.0808 5.8275,-2.0808 5.8267,-2.0833 5.8267))"
SSML-AS2 23/2024,SSML-AS2 23/2024,DEFENCE MINING & TRADING ENTERPRISE,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,9/25/2024,9/24/2029,Gold,"POLYGON ((-1.9933 5.8433,-1.9917 5.8433,-1.9917 5.8408,-1.9933 5.8408,-1.9933 5.8433))"
SSML-AS2 22/2024,SSML-AS2 22/2024,Express Garm Mining Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,9/25/2024,9/24/2029,Gold,"POLYGON ((-1.995 5.8467,-1.9925 5.8467,-1.9925 5.8458,-1.9942 5.8458,-1.9942 5.845,-1.995 5.845,-1.995 5.8467))"
SSML-AS2 15/2024,SSML-AS2 15/2024,TOP NUCH MINING ENTERPRISE,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,9/25/2024,9/24/2029,Gold,"POLYGON ((-1.995 5.845,-1.9942 5.845,-1.9942 5.8458,-1.9933 5.8458,-1.9933 5.8433,-1.995 5.8433,-1.995 5.845))"
SSML-AS2 14/2023,SSML-AS2 14/2023,Lateef Mining Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,6/1/2023,5/31/2028,Gold,"POLYGON ((-1.9941666667 5.885,-1.9925 5.885,-1.9925 5.8825,-1.9941666667 5.8825,-1.9941666667 5.885))"
SSML-AS2 15/2023,SSML-AS2 15/2023,Apau Mining Ventures,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,6/1/2023,5/31/2028,Gold,"POLYGON ((-1.9942 5.8883,-1.9933 5.8883,-1.9933 5.8875,-1.9925 5.8875,-1.9925 5.885,-1.9942 5.885,-1.9942 5.8883))"
SSML-AS2 13/2023,SSML-AS2 13/2023,Thirty One Karat Mining Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,6/1/2023,5/31/2028,Gold,"POLYGON ((-1.9925 5.885,-1.9908 5.885,-1.9908 5.8825,-1.9925 5.8825,-1.9925 5.885))"
SSML-AS2 8/2023,SSML-AS2 8/2023,Babagod Mining Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,3/30/2023,3/29/2028,Gold,"POLYGON ((-1.9733 5.8625,-1.9717 5.8625,-1.9717 5.86,-1.9733 5.86,-1.9733 5.8625))"
SSML-AS2 7/2023,SSML-AS2 7/2023,2020 Mining Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,3/30/2023,3/29/2028,Gold,"POLYGON ((-1.9775 5.8692,-1.975 5.8692,-1.975 5.8675,-1.9775 5.8675,-1.9775 5.8692))"
SSML-AS2 5/2023,SSML-AS2 5/2023,Caray Mining Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,3/30/2023,3/29/2028,Gold,"POLYGON ((-1.9783 5.865,-1.9767 5.865,-1.9767 5.8625,-1.9783 5.8625,-1.9783 5.865))"
SSML-AS2 4/2023,SSML-AS2 4/2023,Obrempong Mining Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,3/30/2023,3/29/2028,Gold,"POLYGON ((-1.9808333333 5.865,-1.98 5.865,-1.98 5.8616666667,-1.9808333333 5.8616666667,-1.9808333333 5.865))"
SSML-AS2 6/2023,SSML-AS2 6/2023,Nanakwaski Mining Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,3/30/2023,3/29/2028,Gold,"POLYGON ((-1.97 5.865,-1.9683 5.865,-1.9683 5.8625,-1.97 5.8625,-1.97 5.865))"
SSML-AS2 38/2023,SSML-AS2 38/2023,Coffie Dolley Enterprise,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,12/20/2023,12/19/2028,Gold,"POLYGON ((-1.9508333333 5.9033333333,-1.9533333333 5.9033333333,-1.9533333333 5.9066666667,-1.9508333333 5.9066666667,-1.9508333333 5.9033333333))"
ML2/55,ML2/55,Cape North Limited,Mining Lease,GH,Wassa Amenfi East,Active License,3/15/2023,3/14/2034,".,Gold Ore","POLYGON ((-2.1667 5.7792,-2.1458 5.7792,-2.1458 5.7667,-2.1667 5.7667,-2.1667 5.7792))"
SSML-AS2 31/2023,SSML-AS2 31/2023,TMC Mining Ltd,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,9/20/2023,9/19/2028,Gold,"POLYGON ((-2.13 5.6508,-2.1283 5.6508,-2.1283 5.6517,-2.1267 5.6517,-2.1267 5.65,-2.1275 5.65,-2.1275 5.6492,-2.1292 5.6492,-2.1292 5.65,-2.13 5.65,-2.13 5.6508))"
SSML-AS2 13/2024,SSML-AS2 13/2024,Pinkaas Mining Company Ltd,Small Scale Licence (Asankragua District),GH,Wassa Amenfi East,Active License,8/15/2024,8/14/2029,Gold,"POLYGON ((-2.1567 5.6533,-2.1525 5.6533,-2.1525 5.6525,-2.1542 5.6525,-2.1542 5.6517,-2.1567 5.6517,-2.1567 5.6533))"
