name,code,owner,type,country,status,start_date,expiry_date,assets,geometry
PL2/99,PL2/99,Canterbury Mining Limited,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-2.0249805555555556 4.999991666666666, -2.0249805555555556 5.008344444444444, -2.0208305555555555 5.008344444444444, -2.0208305555555555 5.016644444444444, -1.979325 5.016644444444444, -1.979325 4.979188888888889, -2.004125 4.979188888888889, -2.004125 4.9833388888888885, -2.0125305555555557 4.9833388888888885, -2.0125305555555557 4.987488888888889, -2.0167305555555557 4.987488888888889, -2.0167305555555557 4.991741666666667, -2.0208305555555555 4.991741666666667, -2.0208305555555555 4.999991666666666, -2.0249805555555556 4.999991666666666, -2.0249805555555556 4.999991666666666))"
PL2/414,PL2/414,Windsor Mining CO. LTD,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-2.1207638889 5.133425, -2.120808333333333 5.137486111111111, -2.116702777777778 5.137486111111111, -2.116702777777778 5.141719444444444, -2.112511111111111 5.141719444444444, -2.112477777777778 5.149986111111111, -2.108363888888889 5.150016666666667, -2.108363888888889 5.154163888888889, -2.1042194444444444 5.1541805555555555, -2.1042194444444444 5.158355555555556, -2.100025 5.158355555555556, -2.100025 5.1666694444444445, -2.0958472222222224 5.1666694444444445, -2.0958666666666668 5.170847222222222, -2.0916722222222224 5.1708638888888885, -2.0916722222222224 5.174988888888889, -2.0875055555555555 5.174988888888889, -2.0875055555555555 5.183322222222222, -2.083338888888889 5.183322222222222, -2.083338888888889 5.187488888888889, -2.0750083333333333 5.187488888888889, -2.0750055555555558 5.183322222222222, -2.070838888888889 5.183322222222222, -2.070838888888889 5.179155555555556, -2.066675 5.179155555555556, -2.066688888888889 5.170858333333333, -2.0708361111111113 5.170858333333333, -2.0707916666666666 5.158372222222222, -2.0749416666666667 5.158372222222222, -2.0749194444444443 5.1540027777777775, -2.0832805555555556 5.153988888888889, -2.083325 5.145883333333333, -2.0792194444444445 5.145883333333333, -2.079172222222222 5.141669444444444, -2.083338888888889 5.141669444444444, -2.0833416666666666 5.133422222222222, -2.1207638889 5.133425, -2.1207638889 5.133425))"
PL3/67,PL3/67,Obotan Minerals Company Limited,Prospecting Licence (Ghanaian),GH,Active License,2023-11-06,2026-11-05,"Columbite-Tantalite,Gold","POLYGON ((-0.6959027778 5.320925, -0.6918888888888889 5.320944444444445, -0.6918777777777778 5.316883333333333, -0.683425 5.316855555555556, -0.6834055555555556 5.312722222222222, -0.696025 5.31275, -0.6960277777777778 5.308511111111111, -0.7084694444444445 5.308516666666667, -0.7084638888888889 5.3043, -0.7167666666666667 5.304305555555, -0.7167694444444445 5.300147222222222, -0.7335361111111112 5.3001555555555555, -0.7335472222222222 5.304313888888889, -0.7585361111111111 5.304322222222222, -0.7585277777777778 5.329327777777777, -0.6959 5.329355555555556, -0.6959027778 5.320925, -0.6959027778 5.320925))"
PL2/572,PL2/572,Shiloh Ghana Limited,Prospecting Licence (Ghanaian),GH,Active License,2019-09-19,2022-09-18,"Diamonds,Gold","POLYGON ((-2.0958333333 5.6958333333, -2.1041666667 5.6958333333, -2.1041666667 5.7166666667, -2.0791666667 5.7166666667, -2.0791666667 5.7125, -2.0833333333 5.7125, -2.0833333333 5.7083333333, -2.0875 5.7083333333, -2.0875 5.7041666667, -2.0916666667 5.7041666667, -2.0916666667 5.7, -2.0958333333 5.7, -2.0958333333 5.6958333333, -2.0958333333 5.6958333333))"
RL6/154,RL6/154,Angel Royal Gold Mines Limited,Prospecting Licence (Ghanaian),GH,Under Review,2014-07-08,2015-07-07,"Gold,.","POLYGON ((-1.6667333333333334 6.333491666666666, -1.6668166666666666 6.363113888888889, -1.6173388888888889 6.416541666666666, -1.5334277777777778 6.416691666666667, -1.533425 6.41265, -1.537675 6.412647222222223, -1.5376722222222223 6.4085, -1.5834972222222221 6.408475, -1.5834805555555556 6.40015, -1.5876694444444444 6.400127777777778, -1.5876611111111112 6.395955555555555, -1.5918472222222222 6.39595, -1.5918444444444444 6.391827777777777, -1.595963888888889 6.391825, -1.5959583333333334 6.387636111111111, -1.6001472222222222 6.387630555555556, -1.6001416666666666 6.383508333333333, -1.6043277777777778 6.383502777777778, -1.604325 6.3793138888888885, -1.608511111111111 6.379308333333333, -1.6085055555555556 6.375119444444445, -1.612625 6.3751138888888885, -1.6126222222222222 6.370991666666667, -1.6168083333333334 6.370986111111111, -1.6168027777777778 6.366797222222222, -1.6209888888888888 6.366794444444444, -1.620986111111111 6.362669444444444, -1.6334777777777778 6.3626555555555555, -1.6334527777777779 6.341844444444445, -1.6376388889 6.341838888888889, -1.6376305555555555 6.333527777777777, -1.6667333333333334 6.333491666666666, -1.6667333333333334 6.333491666666666))"
RL6/115,RL6/115,Star Goldfields Limited,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-1.884511111111111 6.693983333333334, -1.8486027777777778 6.694066666666667, -1.8484305555555556 6.616702777777777, -1.8806055555555556 6.6167361111, -1.884386111111111 6.623355555555555, -1.884511111111111 6.693983333333334, -1.884511111111111 6.693983333333334))"
PL2/462 (Adwufia),PL2/462 (Adwufia),Aurrum Resources Limited,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-3.0041666667 6.6041666667, -2.9958333333 6.6041666667, -2.9958333333 6.6083333333, -2.9875 6.6083333333, -2.9875 6.6125, -2.9791666667 6.6125, -2.9791666667 6.6166666667, -2.9708333333 6.6166666667, -2.9708333333 6.6208333333, -2.9625 6.6208333333, -2.9625 6.625, -2.9541666667 6.625, -2.9541666667 6.6291666667, -2.95 6.6291666667, -2.95 6.6333333333, -2.9416666667 6.6333333333, -2.9416666667 6.5, -2.9541666667 6.5, -2.9541666667 6.4958333333, -2.9666666667 6.4958333333, -2.9666666667 6.4916666667, -2.9791666667 6.4916666667, -2.9791666667 6.4875, -2.9958333333 6.4875, -2.9958333333 6.4833333333, -3.0041666667 6.4833333333, -3.0041666667 6.4791666667, -3.0208333333 6.4791666667, -3.0208333333 6.475, -3.0333333333 6.475, -3.0333333333 6.4708333333, -3.0375 6.4708333333, -3.0375 6.4958333333, -3.0291666667 6.4958333333, -3.0291666667 6.5041666667, -3.0208333333 6.5041666667, -3.0208333333 6.5125, -3.0125 6.5125, -3.0125 6.5208333333, -3.0041666667 6.5208333333, -3.0041666667 6.5291666667, -3 6.5291666667, -3 6.5833333333, -3.0041666667 6.5833333333, -3.0041666667 6.6041666667))"
PL-GH/317,PL-GH/317,Great Yorkshire Mining Company Limited,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-2.1291666667 5.1333333333, -2.0833333333 5.1333333333, -2.0833333333 5.1208333333, -2.0916666667 5.1208333333, -2.0916666667 5.1125, -2.0958333333 5.1125, -2.0958333333 5.1, -2.0875 5.1, -2.0875 5.0833333333, -2.15 5.0833333333, -2.15 5.0958333333, -2.1458333333 5.0958333333, -2.1458333333 5.1083333333, -2.1416666667 5.1083333333, -2.1416666667 5.1125, -2.1375 5.1125, -2.1375 5.1208333333, -2.1333333333 5.1208333333, -2.1333333333 5.125, -2.1291666667 5.125, -2.1291666667 5.1333333333, -2.1291666667 5.1333333333))"
PL2/614,PL2/614,Excess Investment Ventures Limited,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-2.9416666667 6.6333333333, -2.875 6.6333333333, -2.875 6.6, -2.8791666667 6.6, -2.8791666667 6.5958333333, -2.8833333333 6.5958333333, -2.8833333333 6.5833333333, -2.8875 6.5833333333, -2.8875 6.575, -2.8916666667 6.575, -2.8916666667 6.5166666667, -2.8958333333 6.5166666667, -2.8958333333 6.5083333333, -2.9 6.5083333333, -2.9 6.5, -2.9416666667 6.5, -2.9416666667 6.4958333333, -2.9541666667 6.4958333333, -2.9541666667 6.5083333333, -2.9416666667 6.5083333333, -2.9416666667 6.6333333333, -2.9416666667 6.6333333333))"
PL10/33,PL10/33,Carlie Mining Limited,Reconnaissance Licence (Ghanaian),GH,Under Review,2011-07-12,2012-07-11,Gold,"POLYGON ((-2.266825 9.43356111111111, -2.195963888888889 9.433527777777778, -2.195911111111111 9.416819444444444, -2.2001444444444442 9.416805555555, -2.2001 9.404291666666667, -2.208466666666667 9.404263888888888, -2.2083916666666665 9.383475, -2.2126388889 9.383463888888889, -2.2125805555555558 9.3668, -2.2210111111111113 9.366766666666667, -2.2208444444444444 9.316791666666667, -2.233486111111111 9.316738888888889, -2.233527777777778 9.300177777777778, -2.266722222222222 9.30006388888889, -2.266825 9.43356111111111, -2.266825 9.43356111111111))"
PL10/28,PL10/28,Carlie Mining Limited,Reconnaissance Licence (Ghanaian),GH,Under Review,2011-07-12,2012-07-11,Gold,"POLYGON ((-2.250036111111111 9.516916666666667, -2.2501388889 9.533366666666666, -2.204305555555 9.533586111111111, -2.2042055555555558 9.504308333333332, -2.1959805555555554 9.504336111111112, -2.1959166666666667 9.483455555555556, -2.1918361111111113 9.483469444444445, -2.191786111111111 9.469705555555555, -2.191763888888889 9.462627777777778, -2.187611111111111 9.462641666666666, -2.1875555555555555 9.446, -2.191822222222222 9.445983333333333, -2.1917805555555554 9.433502777777777, -2.2834777777777777 9.433486111111112, -2.2834722222 9.516811111111112, -2.250036111111111 9.516916666666667, -2.250036111111111 9.516916666666667))"
RL2/69,RL2/69,Windsor Mining CO. LTD,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-2.1875 5.0916666667, -2.1791666667 5.0916666667, -2.1791666667 5.0875, -2.1708333333 5.0875, -2.1708333333 5.0833333333, -2.1625 5.0833333333, -2.1625 5.0791666667, -2.1541666667 5.0791666667, -2.1541666667 5.0833333333, -2.1208333333 5.0833333333, -2.1208333333 5.0791666667, -2.125 5.0791666667, -2.125 5.075, -2.1291666667 5.075, -2.1291666667 5.0708333333, -2.1333333333 5.0708333333, -2.1333333333 5.0666666667, -2.1416666667 5.0666666667, -2.1416666667 5.0625, -2.1458333333 5.0625, -2.1458333333 5.0583333333, -2.15 5.0583333333, -2.15 5.0541666667, -2.1541666667 5.0541666667, -2.1541666667 5.05, -2.1583333333 5.05, -2.1583333333 5.0458333333, -2.1625 5.0458333333, -2.1625 5.0416666667, -2.1666666667 5.0416666667, -2.1666666667 5.0375, -2.1708333333 5.0375, -2.1708333333 5.0333333333, -2.1833333333 5.0333333333, -2.1833333333 5.0375, -2.1958333333 5.0375, -2.1958333333 5.05, -2.2083333333 5.05, -2.2083333333 5.0666666667, -2.2041666667 5.0666666667, -2.2041666667 5.0708333333, -2.2 5.0708333333, -2.2 5.075, -2.1958333333 5.075, -2.1958333333 5.0833333333, -2.1916666667 5.0833333333, -2.1916666667 5.0875, -2.1875 5.0875, -2.1875 5.0916666667, -2.1875 5.0916666667))"
RL6/91,RL6/91,Temkoni Goldfields Limited,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-1.25 6.25, -1.225 6.25, -1.225 6.2458333333, -1.2166666667 6.2458333333, -1.2166666667 6.2208333333, -1.2041666667 6.2208333333, -1.2041666667 6.1958333333, -1.2083333333 6.1958333333, -1.2083333333 6.0833333333, -1.2791666667 6.0833333333, -1.2791666667 6.1083333333, -1.2458333333 6.1083333333, -1.2458333333 6.1125, -1.2166666667 6.1125, -1.2166666667 6.1333333333, -1.2333333333 6.1333333333, -1.2333333333 6.1375, -1.25 6.1375, -1.25 6.25))"
PL5/3 (Kenbert Ntronang),PL5/3 (Kenbert Ntronang),Newmont Golden Ridge Limited,Prospecting Licence (Ghanaian),GH,Active License,2019-07-18,2022-07-17,Gold,"POLYGON ((-1.0875 6.349675, -1.0875 6.341347222222222, -1.0833305555555555 6.341347222222222, -1.0833305555555555 6.333005555555555, -1.075 6.333005555555555, -1.075 6.312177777777777, -1.0916694444444444 6.312177777777777, -1.0916694444444444 6.308008333333333, -1.1083305555555556 6.308008333333333, -1.1083305555555556 6.303847222222222, -1.1166694444444445 6.303847222222222, -1.1166694444444445 6.308008333333333, -1.1208305555555556 6.308008333333333, -1.1208305555555556 6.316347222222222, -1.1125 6.316347222222222, -1.1125 6.320508333333334, -1.1083305555555556 6.320508333333334, -1.1083305555555556 6.316347222222222, -1.1 6.316347222222222, -1.1 6.320508333333334, -1.0916694444444444 6.320508333333334, -1.0916694444444444 6.3455055555555555, -1.1083305555555556 6.3455055555555555, -1.1083305555555556 6.349675, -1.0875 6.349675))"
PL5/266,PL5/266,TLG Trans Co Ltd,Prospecting Licence (Ghanaian),GH,Active License,2025-01-03,2028-01-23,Gold,"POLYGON ((-0.8333333333 6.6166666667, -0.8333333333 6.575, -0.8375 6.575, -0.8375 6.5791666667, -0.8416666667 6.5791666667, -0.8416666667 6.5833333333, -0.8458333333 6.5833333333, -0.8458333333 6.5875, -0.8541666667 6.5875, -0.8541666667 6.5916666667, -0.8583333333 6.5916666667, -0.8583333333 6.5958333333, -0.8625 6.5958333333, -0.8625 6.6, -0.8666666667 6.6, -0.8666666667 6.5958333333, -0.8708333333 6.5958333333, -0.8708333333 6.5916666667, -0.875 6.5916666667, -0.875 6.5833333333, -0.8791666667 6.5833333333, -0.8791666667 6.5791666667, -0.8833333333 6.5791666667, -0.8833333333 6.5666666667, -0.8791666667 6.5666666667, -0.8791666667 6.5625, -0.875 6.5625, -0.875 6.5583333333, -0.8708333333 6.5583333333, -0.8708333333 6.5541666667, -0.8666666667 6.5541666667, -0.8666666667 6.5458333333, -0.8625 6.5458333333, -0.8625 6.5416666667, -0.8583333333 6.5416666667, -0.8583333333 6.5375, -0.8541666667 6.5375, -0.8541666667 6.525, -0.8791666667 6.525, -0.8791666667 6.5166666667, -0.875 6.5166666667, -0.875 6.5125, -0.8708333333 6.5125, -0.8708333333 6.5083333333, -0.8666666667 6.5083333333, -0.8666666667 6.5041666667, -0.8625 6.5041666667, -0.8625 6.5, -0.9 6.5, -0.9 6.5541666667, -0.8958333333 6.5541666667, -0.8958333333 6.5708333333, -0.8916666667 6.5708333333, -0.8916666667 6.6125, -0.8625 6.6125, -0.8625 6.6166666667, -0.8333333333 6.6166666667, -0.8333333333 6.6166666667))"
PL2/398,PL2/398,Topago Mining Limited,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-2.883208333333333 6.25005, -2.883627777777778 6.366441666666667, -2.824036111111111 6.366655555555556, -2.7647 6.313375, -2.7644888888888888 6.250244444444444, -2.883208333333333 6.25005, -2.883208333333333 6.25005))"
PL2/400,PL2/400,Topago Mining Limited,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-2.9819694444444442 6.200144444444445, -2.9820305555555557 6.2618527777777775, -2.916872222222222 6.261455555555556, -2.9168694444444445 6.262058333333333, -2.916761111111111 6.320983333333333, -2.9418694444444444 6.320891666666666, -2.941902777777778 6.388936111111111, -2.9315333333333333 6.365413888888889, -2.907652777777778 6.371447222222222, -2.8995194444444445 6.391391666666666, -2.848802777777778 6.391391666666666, -2.822322222222222 6.366955555555555, -2.883602777777778 6.366702777777777, -2.883288888888889 6.208347222222222, -2.8833555555555557 6.208338888888889, -2.9819694444444442 6.200144444444445, -2.9819694444444442 6.200144444444445))"
PL2/310,PL2/310,Tribune Res. Gh. Ltd.,Mining Lease,GH,Active License,2020-01-06,2031-01-05,Gold,"POLYGON ((-2.0291305555555557 5.874919444444444, -2.0291305555555557 5.870872222222222, -2.0250083333333335 5.870872222222222, -2.0250083333333335 5.866675, -2.0208138888888887 5.866675, -2.0208138888888887 5.862480555555556, -2.016838888888889 5.862480555555556, -2.016838888888889 5.854161111111111, -2.0041805555555556 5.854161111111111, -2.0041805555555556 5.8499694444444446, -1.9999833333333332 5.8499694444444446, -1.9999833333333332 5.845811111111111, -2.0041777777777776 5.845811111111111, -2.0041777777777776 5.841688888888889, -2.008227777777778 5.841688888888889, -2.008227777777778 5.833297222222222, -2.0166916666666665 5.833297222222222, -2.0166916666666665 5.829177777777778, -2.0208138888888887 5.829177777777778, -2.0208138888888887 5.825055555555555, -2.0208138888888887 5.816663888888889, -2.0166194444444443 5.816663888888889, -2.0166194444444443 5.812433333333333, -2.012425 5.812433333333333, -2.012425 5.804116666666666, -2.0624972222222224 5.804180555555556, -2.0625138888888888 5.812505555555555, -2.0625055555555556 5.816677777777778, -2.058325 5.816675, -2.0583333333 5.820827777777778, -2.0583305555555556 5.824975, -2.0541638888888887 5.825002777777778, -2.054177777777778 5.829177777777778, -2.049925 5.829177777777778, -2.049925 5.837494444444444, -2.045875 5.837494444444444, -2.045875 5.845811111111111, -2.041672222222222 5.845811111111111, -2.041672222222222 5.85415, -2.0374805555555557 5.85415, -2.0374805555555557 5.862536111111111, -2.033288888888889 5.862536111111111, -2.0334 5.874919444444444, -2.0291305555555557 5.874919444444444, -2.0291305555555557 5.874919444444444))"
RL2/93,RL2/93,Golden Star (Wassa) Limited,Prospecting Licence (Foreign),GH,Active License,2024-09-04,2027-09-03,Gold,"POLYGON ((-1.694788888888889 5.420930555555556, -1.7123583333333334 5.442436111111111, -1.7090222222222222 5.454666666666666, -1.704 5.454658333333334, -1.6966 5.465747222222222, -1.676805555555 5.455713888888889, -1.6745027777777777 5.460155555555556, -1.6666694444444445 5.455788888888889, -1.6667055555555557 5.423425, -1.6330777777777779 5.393372222222222, -1.6330666666666667 5.3805861111111115, -1.6933222222222222 5.380444444444445, -1.694788888888889 5.420930555555556, -1.694788888888889 5.420930555555556))"
PL2/155,PL2/155,Golden Star (Wassa) Limited,Prospecting Licence (Foreign),GH,Active License,2020-12-30,2023-12-29,Gold,"POLYGON ((-1.8416666667 5.1125, -1.8666666667 5.1125, -1.8666666667 5.1416666667, -1.8625 5.1416666667, -1.8625 5.1458333333, -1.8541666667 5.1458333333, -1.8541666667 5.15, -1.8458333333 5.15, -1.8458333333 5.1541666667, -1.8416666667 5.1541666667, -1.8416666667 5.1125, -1.8416666667 5.1125))"
RL6/62,RL6/62,Volta Resources Ltd.,Prospecting Licence (Ghanaian),GH,Active License,2023-04-11,2026-04-10,Gold,"POLYGON ((-1.8291666667 6.0416666667, -1.8416666667 6.0416666667, -1.8416666667 6.0375, -1.8541666667 6.0375, -1.8541666667 6.0208333333, -1.8625 6.0208333333, -1.8625 6.025, -1.8666666667 6.025, -1.8666666667 6.0291666667, -1.8708333333 6.0291666667, -1.8708333333 6.0375, -1.8875 6.0375, -1.8875 6.0333333333, -1.8958333333 6.0333333333, -1.8958333333 6.025, -1.9 6.025, -1.9 6.0208333333, -1.9041666667 6.0208333333, -1.9041666667 6.025, -1.9166666667 6.025, -1.9166666667 6.0416666667, -1.9333333333 6.0416666667, -1.9333333333 6.0458333333, -1.9375 6.0458333333, -1.9375 6.05, -1.9416666667 6.05, -1.9416666667 6.0541666667, -1.9458333333 6.0541666667, -1.9458333333 6.0583333333, -1.9541666667 6.0583333333, -1.9541666667 6.0625, -1.9625 6.0625, -1.9625 6.0708333333, -1.9666666667 6.0708333333, -1.9666666667 6.0791666667, -1.9625 6.0791666667, -1.9625 6.0875, -1.9583333333 6.0875, -1.9583333333 6.0916666667, -1.9541666667 6.0916666667, -1.9541666667 6.0875, -1.95 6.0875, -1.95 6.0833333333, -1.9458333333 6.0833333333, -1.9458333333 6.0791666667, -1.9416666667 6.0791666667, -1.9416666667 6.075, -1.9375 6.075, -1.9375 6.0708333333, -1.9333333333 6.0708333333, -1.9333333333 6.0666666667, -1.9291666667 6.0666666667, -1.9291666667 6.0625, -1.925 6.0625, -1.925 6.0583333333, -1.9208333333 6.0583333333, -1.9208333333 6.0541666667, -1.9166666667 6.0541666667, -1.9166666667 6.05, -1.9125 6.05, -1.9125 6.0375, -1.8916666667 6.0375, -1.8916666667 6.0416666667, -1.8833333333 6.0416666667, -1.8791666667 6.0416666667, -1.8791666667 6.0458333333, -1.8708333333 6.0458333333, -1.8666666667 6.0458333333, -1.8666666667 6.05, -1.8583333333 6.05, -1.8583333333 6.0541666667, -1.85 6.0541666667, -1.85 6.05, -1.8375 6.05, -1.8375 6.0458333333, -1.8291666667 6.0458333333, -1.8291666667 6.0416666667, -1.8291666667 6.0416666667))"
RL3/29,RL3/29,W.D. Mining Company  Limited.,Prospecting Licence (Ghanaian),GH,Active License,2023-11-24,2026-11-23,Gold,"POLYGON ((-1.9375 6, -1.9375 5.9958333333, -1.9333333333 5.9958333333, -1.9333333333 5.9833333333, -1.9375 5.9833333333, -1.9375 5.9791666667, -1.9416666667 5.9791666667, -1.9416666667 5.9708333333, -1.9458333333 5.9708333333, -1.9458333333 5.9666666667, -1.95 5.9666666667, -1.95 5.9625, -1.9541666667 5.9625, -1.9541666667 5.9583333333, -1.9583333333 5.9583333333, -1.9583333333 5.9541666667, -1.9625 5.9541666667, -1.9625 5.95, -1.9666666667 5.95, -1.9666666667 5.9458333333, -1.9708333333 5.9458333333, -1.9708333333 5.9416666667, -1.975 5.9416666667, -1.975 5.9375, -1.9708333333 5.9375, -1.9708333333 5.9291666667, -1.9958333333 5.9291666667, -1.9958333333 5.925, -2.0166666667 5.925, -2.0166666667 5.9458333333, -2 5.9458333333, -2 5.95, -1.9958333333 5.95, -1.9958333333 5.9541666667, -1.9916666667 5.9541666667, -1.9916666667 5.9583333333, -1.9875 5.9583333333, -1.9875 5.9625, -1.9833333333 5.9625, -1.9833333333 5.9666666667, -1.9791666667 5.9666666667, -1.9791666667 5.9708333333, -1.975 5.9708333333, -1.975 5.975, -1.9708333333 5.975, -1.9708333333 5.9791666667, -1.9666666667 5.9791666667, -1.9666666667 5.9833333333, -1.9625 5.9833333333, -1.9625 5.9875, -1.9583333333 5.9875, -1.9583333333 5.9916666667, -1.9541666667 5.9916666667, -1.9541666667 5.9958333333, -1.95 5.9958333333, -1.95 6, -1.9375 6, -1.9375 6))"
PL6/62,PL6/62,Goldlines Mining Ghana Limited,Mining Lease,GH,Active License,2020-02-12,2033-02-11,Gold,"POLYGON ((-1.9166916666666667 6.399525, -1.8834916666666666 6.399616666666667, -1.8834444444444445 6.372030555555556, -1.8962805555555555 6.3720083333333335, -1.8962583333333334 6.35885, -1.9166722222222223 6.358813888888889, -1.9166916666666667 6.399525, -1.9166916666666667 6.399525))"
PL6/87,PL6/87,Goldstone Akrokeri Limited,Prospecting Licence (Ghanaian),GH,Active License,2023-04-11,2026-04-10,Gold,"POLYGON ((-1.6332805555555556 6.333538888888889, -1.6041166666666666 6.333427777777778, -1.6040944444444445 6.312633333333333, -1.5999583333333334 6.312636111111111, -1.5999222222222222 6.2793222222222225, -1.6083 6.279311111111111, -1.6082944444444445 6.2751388889, -1.6166361111111112 6.275127777777778, -1.6166305555555556 6.270991666666666, -1.6332777777777778 6.270933333333334, -1.6332805555555556 6.333538888888889, -1.6332805555555556 6.333538888888889))"
RL6/124,RL6/124,Gondwana Minerals Ghana Limited,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-1.3250805555555556 6.295961111111111, -1.3250833333333334 6.300177777777778, -1.31675 6.300183333333333, -1.3167527777777779 6.3042638888888884, -1.3042833333333332 6.304272222222222, -1.304286111111111 6.308488888888889, -1.2960138888888888 6.308494444444444, -1.2960138888888888 6.312691666666667, -1.2835444444444444 6.312697222222222, -1.2835472222222222 6.316858333333333, -1.2710194444444445 6.316863888888889, -1.2710222222222223 6.320869444444445, -1.2626722222222222 6.3208722222222224, -1.2626722222222222 6.3251277777777775, -1.25005 6.325136111111111, -1.2500444444444445 6.316738888888889, -1.2583972222222222 6.3167361111, -1.2583944444444444 6.312672222222222, -1.2542972222222222 6.312675, -1.2542944444444444 6.308458333333333, -1.258488888888889 6.308455555555556, -1.2584861111111112 6.3001388889, -1.2543083333333334 6.3001388889, -1.2543027777777778 6.295925, -1.2709527777777778 6.2959, -1.27095 6.291697222222222, -1.2793777777777777 6.2916944444444445, -1.279375 6.287591666666667, -1.2834944444444445 6.287588888888889, -1.2834916666666667 6.283508333333334, -1.2876472222222222 6.283505555555555, -1.28765 6.287683333333334, -1.291711111111111 6.287680555555555, -1.291711111111111 6.291725, -1.3001583333333333 6.291719444444444, -1.300161111111111 6.296013888888889, -1.3167861111111112 6.296005555555555, -1.3167833333333334 6.291844444444444, -1.3209222222222223 6.2918416666666666, -1.3209194444444445 6.287625, -1.3293277777777779 6.287619444444444, -1.329325 6.283538888888889, -1.3334055555555555 6.283536111111111, -1.3334027778 6.279338888888889, -1.3375972222222223 6.279336111111111, -1.3375916666666667 6.270997222222222, -1.3459222222222222 6.270991666666666, -1.3459277777777778 6.279311111111111, -1.3417916666666667 6.279313888888889, -1.3417944444444445 6.283377777777778, -1.3375611111111112 6.2833805555555555, -1.3375666666666666 6.291869444444444, -1.35015 6.291861111111111, -1.3501527777777778 6.295944444444444, -1.3250805555555556 6.295961111111111, -1.3250805555555556 6.295961111111111))"
PL2/385,PL2/385,Windsor Mining CO. LTD,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-2.1166666667 5.25, -2.1 5.25, -2.1 5.2375, -2.1125 5.2375, -2.1125 5.2333333333, -2.1166666667 5.2333333333, -2.1166666667 5.2291666667, -2.1125 5.2291666667, -2.1125 5.2208333333, -2.1083333333 5.2208333333, -2.1083333333 5.2166666667, -2.1041666667 5.2166666667, -2.1041666667 5.2083333333, -2.1 5.2083333333, -2.1 5.2041666667, -2.0958333333 5.2041666667, -2.0958333333 5.2, -2.0916666667 5.2, -2.0916666667 5.1958333333, -2.0833333333 5.1958333333, -2.0833333333 5.1916666667, -2.0875 5.1916666667, -2.0875 5.1875, -2.0916666667 5.1875, -2.0916666667 5.1833333333, -2.1 5.1833333333, -2.1 5.1791666667, -2.1083333333 5.1791666667, -2.1083333333 5.175, -2.1125 5.175, -2.1125 5.1708333333, -2.125 5.1708333333, -2.125 5.2416666667, -2.1208333333 5.2416666667, -2.1208333333 5.2458333333, -2.1166666667 5.2458333333, -2.1166666667 5.25, -2.1166666667 5.25))"
PL6/26,PL6/26,Jelgom Mining Co. Ltd,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold Ore,"POLYGON ((-1.2500416666666667 6.240111111111111, -1.2500361111111111 6.223697222222222, -1.2762111111111112 6.223686111111111, -1.2762 6.200169444444445, -1.2832944444444445 6.200166666666667, -1.2832916666666667 6.190697222222222, -1.3242888888888888 6.190675, -1.3243 6.211347222222222, -1.2848777777777778 6.211372222222222, -1.2849583333333334 6.240166666666667, -1.2500416666666667 6.240111111111111, -1.2500416666666667 6.240111111111111))"
PL2/420,PL2/420,CANTERBURY MINING CO.LTD,Prospecting Licence (Ghanaian),GH,Active License,2024-06-27,2027-06-26,Gold,"POLYGON ((-2.0583333333 5.0458333333, -2.0583333333 5.0416666667, -2.0541666667 5.0416666667, -2.0541666667 5.0375, -2.05 5.0375, -2.05 5, -2.0875 5, -2.0875 5.0458333333, -2.0833333333 5.0458333333, -2.0833333333 5.0416666667, -2.075 5.0416666667, -2.075 5.0375, -2.0708333333 5.0375, -2.0708333333 5.0416666667, -2.0625 5.0416666667, -2.0625 5.0458333333, -2.0583333333 5.0458333333, -2.0583333333 5.0458333333))"
